Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata,Rata-rata (Next Sem)
62,91,93,86,95,84,77,85,84,80,72,86,81,85,61,81,64,93,89,83,98,78,80,88,84,75,67,78,67,84,66,83,81.44,79.81
73,82,83,90,72,90,90,88,87,86,73,81,78,66,63,77,67,84,73,93,71,94,88,75,92,91,72,74,78,66,66,73,79.94,78.56
80,69,74,88,90,66,69,88,84,69,93,76,74,77,92,69,75,70,64,92,91,71,67,91,84,67,99,76,70,74,94,73,78.62,78.62
91,73,82,71,85,69,65,92,82,93,65,87,84,75,83,67,95,71,76,68,82,69,61,94,93,93,67,84,88,78,88,63,79.0,79.38
77,61,87,65,64,74,77,77,62,92,67,72,82,88,62,78,74,46,78,63,61,78,70,74,73,91,70,69,91,85,66,86,74.06,73.44
70,92,85,60,71,62,87,78,72,87,81,82,88,71,61,91,63,89,89,59,67,58,90,87,67,93,83,87,95,63,62,93,77.38,77.81
76,77,88,60,62,61,92,69,88,89,84,67,61,61,71,79,70,80,86,55,55,68,91,64,85,93,78,66,59,60,77,78,74.06,72.81
95,61,70,78,68,92,72,79,63,84,84,81,65,67,95,90,97,54,73,81,64,89,67,82,63,80,76,90,65,68,90,88,77.75,76.69
95,67,79,83,83,94,73,71,70,86,77,85,91,65,70,72,92,70,75,92,84,100,72,71,74,84,79,84,94,62,68,83,78.81,80.25
86,65,63,86,89,81,86,93,93,95,72,91,68,62,68,89,91,64,71,81,93,85,91,91,87,100,78,86,73,67,64,91,80.44,82.06
78,76,85,62,90,86,65,86,85,69,70,72,86,86,74,69,82,75,79,68,89,86,65,84,95,63,67,71,91,85,68,62,77.44,76.88
65,76,90,79,84,84,67,64,73,69,71,75,86,72,63,75,58,73,94,68,89,86,63,70,72,75,66,79,90,69,61,76,74.56,74.31
78,77,80,64,69,91,90,92,61,86,80,92,74,70,67,67,71,70,70,64,65,91,96,93,63,89,81,93,79,71,58,76,77.38,76.88
60,92,67,73,62,90,95,80,83,95,60,93,76,77,61,70,59,84,69,71,60,94,93,76,86,92,63,96,76,75,63,51,77.12,75.5
88,70,61,83,68,92,71,62,63,87,84,78,76,60,89,74,95,68,67,86,64,92,64,60,62,93,85,74,86,67,93,69,75.38,76.56
61,95,93,88,78,84,63,88,95,71,92,82,60,76,67,86,61,95,100,87,78,88,71,87,95,73,92,86,60,75,64,82,79.94,80.88
81,74,86,75,94,75,69,78,81,86,94,88,62,81,63,91,84,77,83,76,91,80,66,84,83,85,90,86,55,77,61,88,79.88,79.12
88,82,74,65,82,89,63,68,92,83,88,95,60,78,78,72,96,74,72,75,80,88,59,64,95,88,86,97,57,75,75,63,78.56,77.75
85,93,71,68,81,75,86,67,81,90,60,80,65,75,77,87,89,90,69,72,80,72,77,65,79,92,65,86,72,76,77,81,77.56,77.62
87,94,88,78,88,75,77,77,72,76,80,72,74,78,88,65,83,100,88,81,90,83,76,72,73,68,81,72,75,83,86,65,79.31,79.75
70,84,87,81,89,63,61,83,60,87,61,86,71,71,83,86,69,83,81,86,92,67,62,84,60,94,72,85,73,75,88,94,76.44,79.06
77,85,95,80,93,71,69,94,83,71,89,92,73,93,60,84,66,92,97,75,96,74,74,89,81,68,93,79,70,86,56,87,81.81,80.19
63,70,94,64,82,65,71,62,92,68,90,86,60,75,92,95,66,68,92,70,85,63,66,59,90,65,90,83,66,64,96,98,76.81,76.31
91,92,72,62,93,88,91,63,77,75,89,65,83,65,70,80,87,88,68,57,94,88,84,66,73,73,87,62,78,62,71,76,78.5,75.88
88,67,85,90,67,94,95,84,72,71,71,67,88,64,67,61,87,67,88,100,70,95,95,76,66,62,66,61,100,66,67,55,76.94,76.31
91,75,85,66,95,94,67,65,70,63,90,73,67,87,64,78,95,76,92,63,94,100,60,68,63,65,91,72,62,90,68,82,76.88,77.56
68,85,74,76,90,77,94,91,71,80,62,60,65,66,92,74,74,78,72,75,84,77,83,95,70,84,65,64,72,62,85,71,76.56,75.69
67,76,63,68,82,71,64,91,68,79,92,70,93,85,81,67,62,79,65,72,76,82,65,97,78,77,99,71,81,82,71,61,76.06,76.12
70,64,80,85,61,69,73,71,94,75,81,80,65,90,62,77,67,64,81,74,50,68,63,66,92,89,82,77,79,86,61,81,74.81,73.75
81,61,76,62,80,95,74,88,87,86,66,63,66,85,86,72,78,54,78,63,82,91,77,86,83,84,64,60,65,86,80,79,76.75,75.62
67,70,92,95,95,62,77,90,92,87,60,75,83,66,90,77,63,70,99,100,96,64,81,90,91,79,68,64,87,65,97,80,79.88,80.88
82,78,71,91,82,74,79,81,94,87,88,89,61,60,67,75,75,76,66,86,92,77,83,74,97,86,89,83,64,64,65,77,78.69,78.38
91,72,86,83,63,93,89,70,87,87,82,77,70,72,68,87,93,75,81,90,71,95,99,67,88,97,92,72,62,65,64,96,79.81,81.69
69,66,94,78,68,60,94,85,76,69,91,71,74,87,79,66,63,65,100,75,73,60,100,85,86,68,91,72,73,78,79,59,76.69,76.69
78,60,80,93,64,77,91,86,95,92,91,88,68,72,66,94,76,62,76,97,58,76,89,91,91,98,97,80,66,66,72,96,80.94,80.69
95,68,86,83,88,69,62,69,62,63,62,87,62,81,75,68,95,64,87,75,89,68,57,76,62,67,63,82,67,82,76,65,73.75,73.44
84,83,90,69,66,95,82,86,85,90,79,73,70,89,84,67,84,96,100,68,67,100,84,89,85,93,91,78,69,86,91,65,80.75,84.12
79,62,83,62,65,78,93,87,86,88,62,67,66,80,87,71,79,59,88,65,67,77,100,91,89,91,64,65,71,80,83,76,76.0,77.81
93,65,80,90,84,69,67,74,70,95,89,95,80,85,86,80,88,61,76,97,83,68,70,69,73,98,97,91,78,91,82,75,81.38,81.06
65,70,79,61,60,83,68,81,71,95,62,69,67,80,62,82,61,71,67,59,57,93,73,88,69,99,67,64,59,78,58,88,72.19,71.94
94,60,61,66,63,63,66,81,65,61,88,61,63,90,80,90,94,62,70,76,61,57,71,79,65,57,81,64,53,87,84,97,72.0,72.38
72,74,70,80,73,61,95,71,90,81,74,60,77,77,86,66,67,80,70,79,59,57,100,72,92,78,65,51,82,83,92,54,75.44,73.81
64,87,64,75,61,94,72,63,78,89,94,63,78,69,95,80,65,75,57,79,67,93,76,64,77,88,92,72,70,69,92,72,76.62,75.5
74,84,86,92,89,76,85,80,81,64,95,70,83,79,85,93,75,78,87,92,94,72,85,78,77,60,100,69,83,78,84,95,82.25,81.69
87,60,72,72,75,62,76,93,66,76,81,74,94,84,61,85,92,61,72,71,70,59,79,90,55,75,73,74,95,77,59,83,76.12,74.06
74,80,84,75,81,88,71,84,92,83,81,92,85,83,77,79,70,84,80,77,80,83,73,85,93,85,84,95,81,83,89,79,81.81,82.56
63,82,72,68,69,93,87,63,71,72,63,64,82,63,95,80,66,82,69,71,74,92,88,52,72,71,57,66,87,79,100,76,74.19,75.12
95,61,81,76,72,60,76,74,93,80,77,67,69,92,94,81,95,68,83,77,75,65,79,69,96,69,82,75,70,100,94,76,78.0,79.56
92,80,90,75,84,94,90,62,93,81,80,90,82,84,63,94,90,80,93,81,85,91,88,65,81,74,76,83,83,81,66,94,83.38,81.94
77,72,90,79,77,87,91,61,93,93,82,69,83,80,87,94,74,72,79,79,73,83,87,53,97,92,77,72,89,79,89,94,82.19,80.56
82,68,78,87,86,67,80,76,87,70,62,81,61,76,60,76,77,60,76,81,85,74,86,79,87,68,59,83,67,71,50,74,74.81,73.56
91,61,89,90,71,74,90,61,60,79,87,60,84,72,78,69,91,57,89,85,75,77,76,65,53,87,84,63,77,70,79,77,76.0,75.31
72,77,91,67,70,85,68,94,82,95,81,95,61,83,92,67,63,75,89,72,57,85,64,99,84,97,81,94,64,90,92,72,80.0,79.88
61,74,89,74,74,74,69,71,84,61,90,94,94,60,73,61,65,71,88,81,70,66,62,68,85,48,88,92,96,62,79,66,75.19,74.19
71,93,81,65,70,67,93,93,65,79,84,82,72,77,91,73,80,91,83,69,75,77,96,91,70,78,81,84,70,76,87,66,78.5,79.62
92,92,66,89,95,77,76,80,95,91,73,81,79,83,77,92,90,92,54,93,99,82,78,80,98,91,75,79,76,88,72,99,83.62,84.12
75,70,89,69,74,95,89,83,84,87,84,64,89,89,72,79,83,74,96,69,75,92,87,88,91,87,73,58,95,99,69,71,80.75,81.69
79,69,60,65,78,88,88,71,67,87,80,95,93,92,73,94,84,78,57,66,71,83,89,67,67,82,80,88,93,98,68,93,79.94,79.0
91,77,70,88,76,81,71,70,86,76,67,93,74,91,88,87,89,74,79,87,75,72,70,73,91,84,64,95,78,87,85,97,80.38,81.25
83,88,91,71,84,79,66,85,92,88,94,82,89,63,85,79,81,85,87,66,88,78,72,79,98,81,93,86,91,66,93,80,82.44,82.75
68,92,60,69,90,93,80,89,66,73,66,90,65,84,82,74,70,90,66,71,90,90,79,87,73,70,68,92,62,87,86,74,77.56,78.44
76,76,82,81,95,62,67,71,93,90,88,80,75,90,61,91,80,79,88,84,94,68,62,76,97,100,82,73,70,92,59,91,79.88,80.94
71,83,83,88,65,77,62,87,77,90,91,75,62,66,87,86,64,81,88,80,74,87,58,77,79,99,93,82,53,67,85,84,78.12,78.19
71,75,80,69,86,72,88,82,90,85,70,92,60,73,86,85,78,75,81,64,80,75,82,86,89,89,71,85,55,66,88,91,79.0,78.44
90,90,77,86,79,82,75,72,60,80,88,78,61,78,73,89,86,84,68,85,74,82,79,66,59,78,83,88,53,81,81,85,78.62,77.0
80,83,73,62,94,74,94,82,77,61,60,83,94,74,94,94,75,83,73,56,92,76,91,76,75,65,50,81,84,75,94,99,79.94,77.81
63,72,79,70,60,66,85,91,76,80,64,72,93,76,91,79,68,69,76,75,52,64,88,96,76,74,72,73,90,71,100,77,76.06,76.31
61,80,95,76,87,86,76,76,72,92,60,64,70,63,68,86,58,81,94,64,87,82,80,73,68,82,60,60,69,65,67,88,75.75,73.62
86,80,65,62,83,95,78,90,80,87,61,79,68,81,64,90,84,94,59,65,78,94,76,98,79,88,65,80,70,82,74,85,78.06,79.44
70,76,94,76,66,71,77,90,72,92,69,66,89,84,70,66,71,73,89,76,66,69,77,91,61,85,82,70,87,89,71,67,76.75,76.5
94,84,90,82,93,63,66,93,89,90,84,72,63,67,80,88,97,86,92,73,96,57,69,98,90,95,79,81,71,72,78,92,81.12,82.88
73,72,63,75,64,90,78,90,70,78,65,92,75,84,92,83,74,73,63,64,69,90,75,87,67,70,73,95,76,78,97,84,77.75,77.19
81,74,68,80,78,87,60,91,92,78,89,79,90,77,72,76,83,73,80,85,66,96,63,85,88,78,100,77,91,80,75,72,79.5,80.75
91,65,80,86,64,91,69,93,84,65,90,81,90,91,62,77,91,64,69,91,59,90,71,94,91,68,91,89,81,87,59,82,79.94,79.81
69,75,94,78,90,74,95,90,67,82,89,95,75,92,78,81,75,79,92,81,100,75,97,96,74,75,91,100,74,99,84,81,82.75,85.81
64,83,80,88,62,90,89,88,80,67,81,64,78,66,65,76,62,76,83,92,60,97,91,86,80,63,89,59,84,65,57,81,76.31,76.56
76,79,77,87,63,85,70,75,66,71,82,94,75,85,77,76,81,76,71,84,62,90,70,75,68,70,79,94,73,86,78,72,77.38,76.81
72,67,86,90,71,64,68,70,95,94,81,80,64,75,70,61,66,64,83,92,74,64,73,67,94,87,76,80,65,73,75,67,75.5,75.0
65,90,84,78,72,88,88,81,86,80,80,79,85,90,78,66,70,88,74,74,67,87,82,79,77,82,78,83,86,88,73,63,80.62,78.19
68,65,69,72,61,77,67,76,61,86,93,88,88,72,84,74,68,63,68,79,53,72,62,82,69,85,100,85,93,69,89,71,75.06,75.5
68,77,66,91,61,86,82,72,64,90,95,73,82,61,60,75,63,77,57,94,60,84,81,69,59,98,97,69,86,59,68,74,75.19,74.69
61,92,78,68,68,66,79,80,75,80,88,92,78,90,80,78,50,89,79,70,52,64,84,69,71,81,92,93,85,91,76,79,78.31,76.56
91,72,71,77,92,79,63,87,86,94,77,65,72,92,79,62,99,73,69,78,92,79,66,88,84,94,81,55,70,84,74,63,78.69,78.06
83,95,94,90,93,77,88,60,73,77,88,76,88,93,66,72,81,96,88,100,94,79,86,61,75,73,85,75,96,90,72,70,82.06,82.56
70,62,94,86,94,62,91,69,64,76,88,61,86,61,84,89,68,60,87,82,94,56,94,70,58,72,85,59,95,56,91,90,77.31,76.06
91,95,77,81,70,93,77,88,90,77,64,94,90,77,82,64,96,94,80,80,66,99,83,91,90,83,59,95,85,75,79,62,81.88,82.31
92,73,63,89,67,70,78,71,63,64,95,65,60,63,72,77,91,72,62,88,74,73,78,75,60,77,95,62,60,64,71,74,72.62,73.5
64,95,64,67,63,82,76,88,60,92,83,68,77,74,74,95,68,96,66,69,61,82,78,90,65,88,83,75,74,70,75,93,76.38,77.06
81,60,62,95,90,78,91,82,92,91,81,94,62,92,87,61,78,58,71,89,91,80,89,84,88,88,76,88,62,95,82,63,81.19,80.12
68,77,61,89,93,78,69,64,60,82,82,70,83,92,77,76,70,79,59,93,87,76,70,71,56,91,82,70,84,87,80,81,76.31,77.25
78,70,87,94,93,88,72,60,79,91,89,77,94,61,62,84,84,72,84,85,91,90,75,62,79,84,85,75,100,55,56,87,79.94,79.0
78,85,65,93,90,92,77,88,91,71,76,89,77,87,91,86,86,73,66,85,89,90,75,82,87,68,73,90,91,83,85,79,83.5,81.38
91,66,68,66,77,61,91,88,69,67,78,81,82,81,79,93,91,67,71,59,78,59,88,84,71,66,73,76,86,85,75,89,77.38,76.12
85,81,63,70,83,62,80,64,72,93,89,84,84,72,95,81,82,72,64,79,86,62,76,75,73,93,91,80,89,71,93,82,78.62,79.25
90,66,72,90,69,60,67,80,73,76,87,61,88,90,69,65,83,63,69,85,73,59,60,81,74,75,89,65,82,97,68,69,75.19,74.5
65,67,94,70,91,73,67,78,77,63,68,74,63,64,60,68,65,72,95,86,87,74,65,75,73,61,63,77,53,60,63,74,71.38,71.44
78,64,69,94,80,73,79,61,79,86,76,87,78,74,69,64,87,67,62,92,79,67,76,59,79,92,76,79,82,71,67,59,75.69,74.62
93,72,79,77,71,90,69,68,87,95,81,61,87,91,93,64,90,88,75,78,68,85,64,73,76,100,86,64,81,89,98,63,79.88,79.88
83,88,86,71,85,75,62,80,74,86,93,68,95,86,83,87,87,86,84,68,80,69,63,82,74,89,93,71,99,87,70,95,81.38,81.06
61,93,66,79,60,76,60,70,60,80,63,81,76,77,70,78,59,90,68,82,57,74,52,73,66,82,67,88,90,76,68,77,71.88,73.06
69,72,64,63,60,65,85,62,66,75,85,91,79,66,90,86,61,67,64,61,57,57,80,63,66,75,91,89,76,72,90,84,73.62,72.06
92,70,71,75,95,83,86,93,74,62,66,84,62,94,64,65,97,77,71,76,91,86,91,97,72,62,64,76,54,87,65,66,77.25,77.0
86,70,88,93,80,95,77,89,67,78,84,67,91,76,74,84,86,69,87,100,88,91,78,93,62,78,83,73,85,76,73,82,81.19,81.5
95,67,75,74,89,91,93,78,81,94,90,84,89,67,65,92,99,57,83,69,95,97,96,81,71,100,97,86,88,70,65,98,82.75,84.5
67,69,62,92,78,66,92,64,95,89,82,79,91,78,65,61,59,64,63,93,73,61,92,68,100,88,84,74,92,84,67,65,76.88,76.69
87,76,92,77,73,70,67,83,64,94,92,75,87,89,83,70,78,81,96,83,70,63,66,79,48,93,88,76,96,83,83,72,79.94,78.44
77,92,69,79,92,86,88,80,72,92,94,94,84,84,72,88,78,92,67,83,91,91,99,80,74,94,100,100,87,81,82,98,83.94,87.31
85,94,63,89,87,74,83,89,60,72,83,67,82,78,74,90,75,99,61,88,74,65,86,87,66,78,86,61,86,73,71,88,79.38,77.75
89,85,76,78,92,80,67,92,88,79,73,66,83,74,73,93,95,66,74,80,91,84,77,93,94,85,64,72,81,72,66,96,80.5,80.62
71,86,72,85,60,95,75,65,77,67,95,90,87,84,66,69,60,81,70,87,55,97,74,64,80,66,90,85,85,87,64,66,77.75,75.69
66,91,93,94,69,78,89,65,73,64,83,84,74,76,83,92,61,83,95,82,71,90,93,74,75,53,89,83,76,70,78,83,79.62,78.5
76,86,82,81,80,70,92,82,86,89,83,86,77,86,81,89,87,89,71,78,77,65,97,83,92,93,81,81,75,75,79,97,82.88,82.5
63,82,92,66,64,92,74,77,67,65,63,61,69,69,92,92,67,78,94,64,69,95,77,68,64,75,63,55,68,72,81,92,74.25,73.88
90,79,80,70,72,90,63,72,94,74,85,83,89,74,95,68,90,78,71,66,74,87,57,61,94,73,82,82,91,76,91,64,79.88,77.31
65,86,89,75,64,87,71,79,74,65,71,90,94,87,86,72,56,83,94,76,68,80,64,87,72,64,73,94,87,84,88,72,78.44,77.62
85,90,76,82,84,89,63,64,80,91,95,77,93,71,88,73,77,85,86,83,83,88,58,67,83,96,100,80,93,62,92,74,81.31,81.69
63,73,75,75,63,92,84,82,92,76,78,83,77,88,79,84,70,74,82,78,59,91,83,78,93,87,80,86,79,81,86,90,79.0,81.06
78,85,89,76,94,65,66,90,94,75,88,74,86,94,95,78,76,88,99,72,92,59,66,89,96,74,79,73,88,99,93,67,82.94,81.88
68,88,69,82,87,60,89,80,70,86,70,61,92,88,60,87,70,94,71,73,91,62,100,74,71,91,74,58,99,90,58,81,77.31,78.56
91,66,78,93,63,61,77,65,67,79,76,70,89,74,67,94,98,70,80,100,61,63,68,67,74,73,73,73,87,75,59,91,75.62,75.75
94,90,78,80,90,90,69,61,61,79,69,70,79,68,91,89,87,95,77,87,92,92,70,48,58,77,60,67,79,64,91,88,78.62,77.0
66,68,79,62,87,87,78,81,81,79,73,77,92,83,95,93,76,65,86,77,76,93,75,75,82,74,68,71,92,87,88,89,80.06,79.62
70,92,91,66,95,71,67,74,61,87,81,91,64,86,71,80,64,92,83,65,94,63,66,79,59,88,85,95,62,82,62,78,77.94,76.06
70,65,64,65,87,74,66,86,90,94,61,68,77,88,83,81,72,60,63,62,86,64,50,87,79,90,60,67,64,88,89,83,76.19,72.75
64,65,65,94,68,84,62,90,89,61,71,69,94,67,91,75,69,68,56,95,64,76,59,89,85,62,69,70,81,69,93,77,75.56,73.88
76,78,81,69,65,63,91,72,86,93,89,88,69,79,65,64,71,73,88,68,60,62,95,74,90,100,100,89,74,80,57,62,76.75,77.69
71,69,87,64,60,88,85,85,69,95,64,87,88,90,85,94,78,65,94,66,61,78,95,82,69,97,59,87,81,100,83,93,80.06,80.5
89,79,76,87,91,63,95,60,70,65,90,74,69,71,85,63,91,82,80,87,94,66,92,57,75,59,100,77,69,75,88,63,76.69,78.44
81,95,66,80,71,71,81,73,61,79,65,95,74,91,85,79,76,99,71,87,72,61,80,71,65,72,63,80,76,98,87,79,77.94,77.31
69,83,75,76,62,95,68,77,89,93,81,61,61,60,71,65,69,83,75,82,70,99,63,84,77,93,77,67,65,59,66,67,74.12,74.75
63,91,80,88,61,93,88,91,95,71,65,79,91,86,80,76,61,96,75,86,62,100,99,84,100,75,66,75,97,100,71,67,81.12,82.12
60,66,78,79,68,72,61,67,86,63,89,64,64,79,80,70,56,68,76,79,69,82,63,66,89,56,88,69,66,76,76,70,71.62,71.81
83,85,75,88,84,78,90,89,68,84,69,65,61,80,95,69,88,91,76,81,83,74,93,89,73,93,67,69,57,79,100,68,78.94,80.06
69,65,67,92,94,75,81,87,90,95,61,83,84,94,80,78,71,58,76,92,96,75,76,85,83,100,50,80,88,98,80,86,80.94,80.88
64,91,62,73,63,66,86,66,94,61,64,95,68,73,86,61,73,89,55,65,65,64,81,75,94,60,62,89,75,70,86,65,73.31,73.0
66,82,71,72,90,71,69,68,65,61,83,78,91,77,63,81,58,74,65,64,85,58,73,71,63,63,86,82,87,73,61,73,74.25,71.0
85,61,83,61,78,69,63,67,62,77,75,72,62,89,87,74,90,54,82,61,80,69,75,68,53,76,81,76,66,88,89,73,72.81,73.81
66,89,92,91,83,89,68,83,79,73,62,76,87,95,84,77,73,89,92,91,82,88,74,83,84,72,68,74,81,94,88,78,80.88,81.94
61,74,65,66,90,63,70,76,90,80,91,88,91,92,88,84,68,74,70,56,88,71,73,77,97,83,82,85,93,97,82,83,79.31,79.94
79,93,69,90,67,84,62,81,72,93,87,72,60,61,81,90,86,89,62,93,69,85,63,80,66,92,94,79,59,72,77,91,77.56,78.56
88,71,79,65,63,75,82,83,74,79,66,74,94,78,73,63,81,76,83,69,57,74,81,85,64,81,77,75,89,79,77,63,75.44,75.69
67,80,82,86,62,66,90,78,91,85,80,72,64,71,85,74,71,86,73,87,57,60,91,78,84,97,85,70,71,77,79,75,77.06,77.56
75,66,78,78,74,74,64,87,75,81,93,73,73,80,60,63,82,61,83,78,83,82,66,91,68,82,97,74,76,77,56,64,74.62,76.25
80,86,75,79,80,71,61,93,74,80,82,87,70,60,69,74,80,85,72,75,82,75,58,87,71,82,84,89,60,59,68,60,76.31,74.19
90,71,61,92,62,75,85,65,76,77,70,92,66,94,74,78,90,84,67,97,70,64,87,62,79,75,77,92,69,93,80,85,76.75,79.44
76,78,70,95,82,71,94,76,93,85,64,89,73,94,72,78,78,80,78,90,84,78,88,79,89,84,69,92,73,98,78,73,80.62,81.94
94,61,78,70,92,84,85,71,81,90,67,82,73,91,69,93,93,57,72,71,94,92,80,82,83,89,62,85,73,79,75,95,80.06,80.12
92,72,92,77,69,87,85,62,73,74,86,67,88,90,65,60,87,67,100,75,64,83,89,61,69,75,86,74,81,93,64,61,77.44,76.81
70,66,91,83,91,68,66,60,68,89,92,92,93,66,61,81,67,51,90,74,98,63,64,63,64,85,94,91,96,66,59,78,77.31,75.19
71,68,76,91,90,63,77,64,94,70,81,75,95,61,66,87,69,61,73,96,82,67,74,69,100,66,79,75,91,61,68,81,76.81,75.75
66,84,71,63,77,92,88,81,87,80,76,86,66,67,92,88,74,81,67,62,71,100,77,78,80,91,82,89,69,57,98,81,79.0,78.56
74,93,74,77,83,85,89,86,71,72,74,72,64,92,68,61,78,100,68,77,70,89,95,81,71,75,74,72,67,92,74,62,77.19,77.81
70,89,76,85,78,63,72,87,94,89,65,71,88,81,87,80,71,79,76,92,76,65,66,89,94,91,66,80,99,76,80,79,79.69,79.94
82,82,91,82,82,63,82,95,61,77,89,80,86,71,64,94,80,84,85,76,80,65,85,97,60,77,86,71,81,72,65,92,80.06,78.5
89,75,87,92,69,87,85,74,93,64,88,72,87,92,75,61,85,75,93,96,69,94,84,63,86,54,83,68,85,90,75,66,80.62,79.12
68,94,73,62,90,86,81,67,71,88,67,86,77,78,93,91,70,94,76,70,93,78,83,73,72,92,62,87,77,83,100,92,79.5,81.38
87,64,93,61,85,74,81,64,89,71,65,81,87,83,64,62,87,73,96,63,89,74,75,65,92,76,63,85,81,86,62,69,75.69,77.25
71,87,82,72,72,79,76,90,89,95,69,94,81,85,73,86,70,83,83,76,67,77,68,100,87,100,72,100,84,84,79,89,81.31,82.44
66,95,73,90,82,88,80,94,79,90,66,70,81,82,83,74,73,100,72,98,81,86,80,96,78,89,69,69,82,84,81,93,80.81,83.19
73,83,73,85,95,94,87,79,68,78,86,85,86,92,71,62,69,87,72,81,92,92,85,84,68,73,82,89,90,96,75,60,81.06,80.94
70,83,86,93,60,68,73,92,88,69,81,70,80,76,73,63,69,81,87,81,72,64,74,97,84,63,83,69,85,72,76,78,76.56,77.19
61,86,93,87,66,79,64,82,91,95,81,79,77,61,76,89,58,94,99,88,65,86,74,92,93,94,86,74,78,60,78,91,79.19,81.88
82,69,84,70,87,73,68,63,80,87,92,63,79,95,73,69,86,69,80,75,87,75,67,63,85,86,90,61,79,96,69,77,77.12,77.81
65,80,95,88,84,64,63,88,80,66,62,76,61,95,68,72,62,86,100,86,86,58,68,81,78,66,64,79,59,100,70,67,75.44,75.62
92,64,93,87,86,95,90,62,69,71,84,63,83,81,89,73,94,65,96,87,87,94,89,58,61,74,82,57,83,76,83,75,80.12,78.81
66,88,69,60,65,91,63,72,79,66,62,67,78,71,92,75,65,90,76,54,60,98,74,72,82,72,60,62,84,63,87,66,72.75,72.81
76,89,75,67,69,74,77,60,66,66,88,70,82,84,82,92,79,86,79,64,71,84,72,52,61,61,89,81,84,78,81,98,76.06,76.25
82,78,87,64,93,92,65,77,60,60,87,60,68,90,71,71,81,87,89,66,91,88,64,81,59,62,86,56,68,83,63,78,75.31,75.12
90,64,91,73,74,77,69,69,62,80,87,85,88,90,82,93,92,70,93,74,74,77,75,65,66,85,93,82,90,97,85,88,79.62,81.62
63,76,80,79,65,73,64,85,87,66,80,65,65,77,77,79,61,83,79,84,70,69,69,87,93,67,75,63,71,78,68,87,73.81,75.25
88,73,80,68,70,81,69,72,70,78,92,77,63,72,95,78,88,71,76,70,72,78,67,74,73,78,86,83,66,68,100,71,76.62,76.31
95,69,86,87,79,91,78,83,71,82,81,71,61,74,61,69,95,64,90,89,89,97,68,75,78,86,85,79,66,75,66,69,77.38,79.44
78,95,64,88,78,76,64,86,88,81,67,69,66,85,92,64,81,97,58,91,72,75,66,84,88,84,66,68,55,90,92,66,77.56,77.06
79,66,73,68,84,68,85,84,87,85,90,94,95,63,60,93,80,60,73,70,87,75,87,91,87,89,97,100,100,66,64,85,79.62,81.94
65,62,91,70,86,94,95,80,86,93,70,83,75,94,61,87,64,61,94,72,86,98,91,83,83,95,68,83,75,94,59,79,80.75,80.31
92,93,94,90,87,82,88,90,73,66,65,61,74,69,63,93,95,91,88,87,89,77,88,90,65,60,61,71,74,66,59,85,80.0,77.88
63,63,79,62,60,69,82,87,94,75,70,74,61,70,82,81,72,62,83,65,56,72,81,80,92,67,67,76,65,72,81,72,73.25,72.69
62,65,85,66,76,73,66,62,84,69,71,84,93,94,62,84,72,65,90,72,69,71,64,61,86,69,77,83,93,95,58,80,74.75,75.31
69,78,93,65,85,66,63,77,89,89,79,67,60,73,75,65,64,75,81,64,84,62,59,77,83,86,84,66,67,68,71,70,74.56,72.56
60,84,65,90,81,75,72,82,75,69,68,65,85,62,87,74,64,88,64,90,79,69,76,77,73,62,66,66,86,66,91,70,74.62,74.19
87,68,68,73,76,86,84,78,75,82,95,71,94,74,61,85,85,64,76,70,73,85,84,70,73,86,90,68,92,77,64,80,78.56,77.31
84,68,94,93,78,62,61,82,88,84,95,71,64,90,90,92,84,70,95,96,70,61,60,81,83,79,91,69,59,99,89,83,81.0,79.31
72,90,81,72,65,62,87,90,91,76,74,67,89,81,71,61,74,94,86,67,62,58,95,90,90,74,78,70,87,81,64,67,76.81,77.31
74,76,89,86,70,63,91,86,62,80,78,61,73,80,76,83,86,73,87,91,76,64,95,85,57,75,73,57,80,82,68,81,76.75,76.88
81,82,90,69,74,62,91,65,79,63,80,92,61,76,94,62,82,87,82,68,69,72,91,61,74,67,73,85,64,80,82,64,76.31,75.06
72,89,60,86,79,83,95,64,65,93,68,89,92,65,74,70,72,96,60,88,84,80,93,55,72,81,67,87,87,73,76,76,77.75,77.94
81,84,73,86,87,85,80,62,94,69,72,60,90,65,86,77,80,87,72,88,99,84,80,61,99,74,69,63,91,61,88,77,78.19,79.56
68,66,64,70,61,81,86,87,63,63,82,67,63,84,84,88,64,60,61,68,60,70,83,90,59,58,76,73,61,82,85,92,73.56,71.38
